STATISTIC Label,Year,Country,Sex,Origin or Destination,UNIT,VALUE,MigrationDirection,Total Migration
Estimated Migration (Persons in April),-0.8429272304235246,EU14 excl Irl (UK & Ireland),Male,Net migration,Thousand,-0.5121675163227942,0,-1.3550947467463188
Estimated Migration (Persons in April),-0.8429272304235246,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,Thousand,-0.4347981557295174,0,-1.277725386153042
Estimated Migration (Persons in April),-0.8429272304235246,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,Thousand,-0.37032368856845344,1,-0.213250918991978
Estimated Migration (Persons in April),-0.8429272304235246,EU14 excl Irl (UK & Ireland),Female,Net migration,Thousand,-0.8023026185475822,0,-1.6452298489711068
Estimated Migration (Persons in April),-0.8429272304235246,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,Thousand,-0.39611347543287906,0,-1.2390407058564037
Estimated Migration (Persons in April),-0.8429272304235246,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,Thousand,-0.3251915615557086,1,-0.16811879197923307
Estimated Migration (Persons in April),-0.8429272304235246,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,Thousand,,0,-0.8429272304235246
Estimated Migration (Persons in April),-0.8429272304235246,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,Thousand,,0,-0.8429272304235246
Estimated Migration (Persons in April),-0.8429272304235246,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,Thousand,,1,0.15707276957647542
Estimated Migration (Persons in April),-0.8429272304235246,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,Thousand,,0,-0.8429272304235246
Estimated Migration (Persons in April),-0.8429272304235246,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,Thousand,,0,-0.8429272304235246
Estimated Migration (Persons in April),-0.8429272304235246,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,Thousand,,1,0.15707276957647542
Estimated Migration (Persons in April),-0.8429272304235246,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,Thousand,,0,-0.8429272304235246
Estimated Migration (Persons in April),-0.8429272304235246,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,Thousand,,0,-0.8429272304235246
Estimated Migration (Persons in April),-0.8429272304235246,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,Thousand,,1,0.15707276957647542
Estimated Migration (Persons in April),-0.7492686492653552,United Kingdom (1),Both sexes,Net migration,Thousand,-0.01571411918260152,0,-0.7649827684479568
Estimated Migration (Persons in April),-0.7492686492653552,United Kingdom (1),Both sexes,Emigrants: All destinations,Thousand,0.1712618355844841,0,-0.5780068136808711
Estimated Migration (Persons in April),-0.7492686492653552,United Kingdom (1),Both sexes,Immigrants: All origins,Thousand,0.7321896998857409,1,0.9829210506203857
Estimated Migration (Persons in April),-0.7492686492653552,United Kingdom (1),Male,Net migration,Thousand,-0.25426964767853827,0,-1.0035382969438935
Estimated Migration (Persons in April),-0.7492686492653552,United Kingdom (1),Male,Emigrants: All destinations,Thousand,-0.22847986081411262,0,-0.9777485100794678
Estimated Migration (Persons in April),-0.7492686492653552,United Kingdom (1),Male,Immigrants: All origins,Thousand,0.09389247499120734,1,0.34462382572585215
Estimated Migration (Persons in April),-0.7492686492653552,United Kingdom (1),Female,Net migration,Thousand,-0.3316390082718151,0,-1.0809076575371703
Estimated Migration (Persons in April),-0.7492686492653552,United Kingdom (1),Female,Emigrants: All destinations,Thousand,-0.18334773380136787,0,-0.9326163830667231
Estimated Migration (Persons in April),-0.7492686492653552,United Kingdom (1),Female,Immigrants: All origins,Thousand,0.06165524141067535,1,0.31238659214532016
Estimated Migration (Persons in April),-0.7492686492653552,United States,Both sexes,Net migration,Thousand,-0.36387624185234707,0,-1.1131448911177022
Estimated Migration (Persons in April),-0.7492686492653552,United States,Both sexes,Emigrants: All destinations,Thousand,-0.3574287951362406,0,-1.1066974444015958
Estimated Migration (Persons in April),-0.7492686492653552,United States,Both sexes,Immigrants: All origins,Thousand,-0.14466305350472944,1,0.1060682972299154
Estimated Migration (Persons in April),-0.7492686492653552,United States,Male,Net migration,Thousand,-0.5379573031872199,0,-1.287225952452575
Estimated Migration (Persons in April),-0.7492686492653552,United States,Male,Emigrants: All destinations,Thousand,-0.4412456024456239,0,-1.190514251710979
Estimated Migration (Persons in April),-0.7492686492653552,United States,Male,Immigrants: All origins,Thousand,-0.4025609221489854,1,-0.1518295714143405
Estimated Migration (Persons in April),-0.7492686492653552,United States,Female,Net migration,Thousand,-0.4025609221489854,0,-1.1518295714143405
Estimated Migration (Persons in April),-0.7492686492653552,United States,Female,Emigrants: All destinations,Thousand,-0.492825176174475,0,-1.2420938254398302
Estimated Migration (Persons in April),-0.7492686492653552,United States,Female,Immigrants: All origins,Thousand,-0.31874411483960224,1,-0.06801276410495749
Estimated Migration (Persons in April),-0.7492686492653552,Canada,Both sexes,Net migration,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,Canada,Both sexes,Emigrants: All destinations,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,Canada,Both sexes,Immigrants: All origins,Thousand,,1,0.2507313507346448
Estimated Migration (Persons in April),-0.7492686492653552,Canada,Male,Net migration,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,Canada,Male,Emigrants: All destinations,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,Canada,Male,Immigrants: All origins,Thousand,,1,0.2507313507346448
Estimated Migration (Persons in April),-0.7492686492653552,Canada,Female,Net migration,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,Canada,Female,Emigrants: All destinations,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,Canada,Female,Immigrants: All origins,Thousand,,1,0.2507313507346448
Estimated Migration (Persons in April),-0.7492686492653552,Australia,Both sexes,Net migration,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,Australia,Both sexes,Emigrants: All destinations,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,Australia,Both sexes,Immigrants: All origins,Thousand,,1,0.2507313507346448
Estimated Migration (Persons in April),-0.7492686492653552,Australia,Male,Net migration,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,Australia,Male,Emigrants: All destinations,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,Australia,Male,Immigrants: All origins,Thousand,,1,0.2507313507346448
Estimated Migration (Persons in April),-0.7492686492653552,Australia,Female,Net migration,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,Australia,Female,Emigrants: All destinations,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,Australia,Female,Immigrants: All origins,Thousand,,1,0.2507313507346448
Estimated Migration (Persons in April),-0.7492686492653552,Other countries (23),Both sexes,Net migration,Thousand,-0.39611347543287906,0,-1.1453821246982343
Estimated Migration (Persons in April),-0.7492686492653552,Other countries (23),Both sexes,Emigrants: All destinations,Thousand,-0.15111050022083589,0,-0.900379149486191
Estimated Migration (Persons in April),-0.7492686492653552,Other countries (23),Both sexes,Immigrants: All origins,Thousand,0.029418007830143346,1,0.2801493585647882
Estimated Migration (Persons in April),-0.7492686492653552,Other countries (23),Male,Net migration,Thousand,-0.4670353893100494,0,-1.2163040385754047
Estimated Migration (Persons in April),-0.7492686492653552,Other countries (23),Male,Emigrants: All destinations,Thousand,-0.37032368856845344,0,-1.1195923378338086
Estimated Migration (Persons in April),-0.7492686492653552,Other countries (23),Male,Immigrants: All origins,Thousand,-0.26071709439464463,1,-0.009985743659999713
Estimated Migration (Persons in April),-0.7492686492653552,Other countries (23),Female,Net migration,Thousand,-0.6475638973610286,0,-1.3968325466263838
Estimated Migration (Persons in April),-0.7492686492653552,Other countries (23),Female,Emigrants: All destinations,Thousand,-0.3574287951362406,0,-1.1066974444015958
Estimated Migration (Persons in April),-0.7492686492653552,Other countries (23),Female,Immigrants: All origins,Thousand,-0.28650688125907026,1,-0.03577553052442539
Estimated Migration (Persons in April),-0.7492686492653552,All countries,Both sexes,Net migration,Thousand,0.6612677860085704,0,-0.0880008632567848
Estimated Migration (Persons in April),-0.7492686492653552,All countries,Both sexes,Emigrants: All destinations,Thousand,1.054562035691061,0,0.3052933864257058
Estimated Migration (Persons in April),-0.7492686492653552,All countries,Both sexes,Immigrants: All origins,Thousand,2.2924718051834896,1,2.5432031559181345
Estimated Migration (Persons in April),-0.7492686492653552,All countries,Male,Net migration,Thousand,0.035865454546249724,0,-0.7134031947191055
Estimated Migration (Persons in April),-0.7492686492653552,All countries,Male,Emigrants: All destinations,Thousand,0.2292888560294417,0,-0.5199797932359135
Estimated Migration (Persons in April),-0.7492686492653552,All countries,Male,Immigrants: All origins,Thousand,0.8417962940595497,1,1.0925276447941945
Estimated Migration (Persons in April),-0.7492686492653552,All countries,Female,Net migration,Thousand,0.04876034797846248,0,-0.7005083012868927
Estimated Migration (Persons in April),-0.7492686492653552,All countries,Female,Emigrants: All destinations,Thousand,0.25507864289386734,0,-0.49419000637148786
Estimated Migration (Persons in April),-0.7492686492653552,All countries,Female,Immigrants: All origins,Thousand,0.8804809743561881,1,1.131212325090833
Estimated Migration (Persons in April),-0.7492686492653552,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,Thousand,-0.29940177469128304,0,-1.0486704239566382
Estimated Migration (Persons in April),-0.7492686492653552,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,Thousand,-0.3316390082718151,0,-1.0809076575371703
Estimated Migration (Persons in April),-0.7492686492653552,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,Thousand,-0.05439879947923989,1,0.19633255125540494
Estimated Migration (Persons in April),-0.7492686492653552,EU14 excl Irl (UK & Ireland),Male,Net migration,Thousand,-0.4412456024456239,0,-1.190514251710979
Estimated Migration (Persons in April),-0.7492686492653552,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,Thousand,-0.46058794259394303,0,-1.2098565918592983
Estimated Migration (Persons in April),-0.7492686492653552,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,Thousand,-0.3251915615557086,1,-0.07446021082106391
Estimated Migration (Persons in April),-0.7492686492653552,EU14 excl Irl (UK & Ireland),Female,Net migration,Thousand,-0.6991434710898798,0,-1.448412120355235
Estimated Migration (Persons in April),-0.7492686492653552,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,Thousand,-0.44769304916173025,0,-1.1969616984270854
Estimated Migration (Persons in April),-0.7492686492653552,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,Thousand,-0.30584922140738946,1,-0.05511787067274465
Estimated Migration (Persons in April),-0.7492686492653552,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,Thousand,,1,0.2507313507346448
Estimated Migration (Persons in April),-0.7492686492653552,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,Thousand,,1,0.2507313507346448
Estimated Migration (Persons in April),-0.7492686492653552,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,Thousand,,0,-0.7492686492653552
Estimated Migration (Persons in April),-0.7492686492653552,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,Thousand,,1,0.2507313507346448
Estimated Migration (Persons in April),-0.6556100681071858,United Kingdom (1),Both sexes,Net migration,Thousand,0.08744502827510096,0,-0.5681650398320849
Estimated Migration (Persons in April),-0.6556100681071858,United Kingdom (1),Both sexes,Emigrants: All destinations,Thousand,0.18415672901669697,0,-0.4714533390904888
Estimated Migration (Persons in April),-0.6556100681071858,United Kingdom (1),Both sexes,Immigrants: All origins,Thousand,0.8482437407756561,1,1.1926336726684703
Estimated Migration (Persons in April),-0.6556100681071858,United Kingdom (1),Male,Net migration,Thousand,-0.22847986081411262,0,-0.8840899289212985
Estimated Migration (Persons in April),-0.6556100681071858,United Kingdom (1),Male,Emigrants: All destinations,Thousand,-0.18979518051747427,0,-0.84540524862466
Estimated Migration (Persons in April),-0.6556100681071858,United Kingdom (1),Male,Immigrants: All origins,Thousand,0.15836694215227134,1,0.5027568740450855
Estimated Migration (Persons in April),-0.6556100681071858,United Kingdom (1),Female,Net migration,Thousand,-0.26716454111075105,0,-0.9227746092179369
Estimated Migration (Persons in April),-0.6556100681071858,United Kingdom (1),Female,Emigrants: All destinations,Thousand,-0.20269007394968708,0,-0.8583001420568729
Estimated Migration (Persons in April),-0.6556100681071858,United Kingdom (1),Female,Immigrants: All origins,Thousand,0.1067873684234201,1,0.45117730031623426
Estimated Migration (Persons in April),-0.6556100681071858,United States,Both sexes,Net migration,Thousand,-0.5895368769160709,0,-1.2451469450232566
Estimated Migration (Persons in April),-0.6556100681071858,United States,Both sexes,Emigrants: All destinations,Thousand,-0.23492730753021906,0,-0.8905373756374049
Estimated Migration (Persons in April),-0.6556100681071858,United States,Both sexes,Immigrants: All origins,Thousand,-0.24782220096243188,1,0.09656773093038229
Estimated Migration (Persons in April),-0.6556100681071858,United States,Male,Net migration,Thousand,-0.6153266637804966,0,-1.2709367318876823
Estimated Migration (Persons in April),-0.6556100681071858,United States,Male,Emigrants: All destinations,Thousand,-0.36387624185234707,0,-1.0194863099595328
Estimated Migration (Persons in April),-0.6556100681071858,United States,Male,Immigrants: All origins,Thousand,-0.4025609221489854,1,-0.05817099025617134
Estimated Migration (Persons in April),-0.6556100681071858,United States,Female,Net migration,Thousand,-0.5508521966194326,0,-1.2064622647266185
Estimated Migration (Persons in April),-0.6556100681071858,United States,Female,Emigrants: All destinations,Thousand,-0.44769304916173025,0,-1.103303117268916
Estimated Migration (Persons in April),-0.6556100681071858,United States,Female,Immigrants: All origins,Thousand,-0.4219032622973046,1,-0.07751333040449038
Estimated Migration (Persons in April),-0.6556100681071858,Canada,Both sexes,Net migration,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,Canada,Both sexes,Emigrants: All destinations,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,Canada,Both sexes,Immigrants: All origins,Thousand,,1,0.3443899318928142
Estimated Migration (Persons in April),-0.6556100681071858,Canada,Male,Net migration,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,Canada,Male,Emigrants: All destinations,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,Canada,Male,Immigrants: All origins,Thousand,,1,0.3443899318928142
Estimated Migration (Persons in April),-0.6556100681071858,Canada,Female,Net migration,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,Canada,Female,Emigrants: All destinations,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,Canada,Female,Immigrants: All origins,Thousand,,1,0.3443899318928142
Estimated Migration (Persons in April),-0.6556100681071858,Australia,Both sexes,Net migration,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,Australia,Both sexes,Emigrants: All destinations,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,Australia,Both sexes,Immigrants: All origins,Thousand,,1,0.3443899318928142
Estimated Migration (Persons in April),-0.6556100681071858,Australia,Male,Net migration,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,Australia,Male,Emigrants: All destinations,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,Australia,Male,Immigrants: All origins,Thousand,,1,0.3443899318928142
Estimated Migration (Persons in April),-0.6556100681071858,Australia,Female,Net migration,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,Australia,Female,Emigrants: All destinations,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,Australia,Female,Immigrants: All origins,Thousand,,1,0.3443899318928142
Estimated Migration (Persons in April),-0.6556100681071858,Other countries (23),Both sexes,Net migration,Thousand,-0.3122966681234959,0,-0.9679067362306817
Estimated Migration (Persons in April),-0.6556100681071858,Other countries (23),Both sexes,Emigrants: All destinations,Thousand,-0.2155849673818999,0,-0.8711950354890857
Estimated Migration (Persons in April),-0.6556100681071858,Other countries (23),Both sexes,Immigrants: All origins,Thousand,0.04876034797846248,1,0.3931502798712767
Estimated Migration (Persons in April),-0.6556100681071858,Other countries (23),Male,Net migration,Thousand,-0.4025609221489854,0,-1.0581709902561713
Estimated Migration (Persons in April),-0.6556100681071858,Other countries (23),Male,Emigrants: All destinations,Thousand,-0.42835070901341105,0,-1.0839607771205968
Estimated Migration (Persons in April),-0.6556100681071858,Other countries (23),Male,Immigrants: All origins,Thousand,-0.25426964767853827,1,0.09012028421427587
Estimated Migration (Persons in April),-0.6556100681071858,Other countries (23),Female,Net migration,Thousand,-0.6733536842254542,0,-1.32896375233264
Estimated Migration (Persons in April),-0.6556100681071858,Other countries (23),Female,Emigrants: All destinations,Thousand,-0.37032368856845344,0,-1.0259337566756392
Estimated Migration (Persons in April),-0.6556100681071858,Other countries (23),Female,Immigrants: All origins,Thousand,-0.2736119878268574,1,0.07077794406595683
Estimated Migration (Persons in April),-0.6556100681071858,All countries,Both sexes,Net migration,Thousand,0.5452137451186552,0,-0.11039632298853064
Estimated Migration (Persons in April),-0.6556100681071858,All countries,Both sexes,Emigrants: All destinations,Thousand,1.2673277773225722,0,0.6117177092153864
Estimated Migration (Persons in April),-0.6556100681071858,All countries,Both sexes,Immigrants: All origins,Thousand,2.3891835059250854,1,2.7335734378178995
Estimated Migration (Persons in April),-0.6556100681071858,All countries,Male,Net migration,Thousand,-0.009266672466495027,0,-0.6648767405736808
Estimated Migration (Persons in April),-0.6556100681071858,All countries,Male,Emigrants: All destinations,Thousand,0.3195531100549313,0,-0.3360569580522545
Estimated Migration (Persons in April),-0.6556100681071858,All countries,Male,Immigrants: All origins,Thousand,0.8869284210722944,1,1.2313183529651086
Estimated Migration (Persons in April),-0.6556100681071858,All countries,Female,Net migration,Thousand,-0.022161565898707894,0,-0.6777716340058937
Estimated Migration (Persons in April),-0.6556100681071858,All countries,Female,Emigrants: All destinations,Thousand,0.37113268378378245,0,-0.28447738432340336
Estimated Migration (Persons in April),-0.6556100681071858,All countries,Female,Immigrants: All origins,Thousand,0.9256131013689329,1,1.2700030332617471
Estimated Migration (Persons in April),-0.6556100681071858,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,Thousand,-0.37032368856845344,0,-1.0259337566756392
Estimated Migration (Persons in April),-0.6556100681071858,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,Thousand,-0.19624262723358063,0,-0.8518526953407665
Estimated Migration (Persons in April),-0.6556100681071858,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,Thousand,0.010075667681824102,1,0.3544655995746383
Estimated Migration (Persons in April),-0.6556100681071858,EU14 excl Irl (UK & Ireland),Male,Net migration,Thousand,-0.49927262289058144,0,-1.1548826909977672
Estimated Migration (Persons in April),-0.6556100681071858,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,Thousand,-0.42835070901341105,0,-1.0839607771205968
Estimated Migration (Persons in April),-0.6556100681071858,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,Thousand,-0.35098134842013423,1,-0.006591416527319982
Estimated Migration (Persons in April),-0.6556100681071858,EU14 excl Irl (UK & Ireland),Female,Net migration,Thousand,-0.5959843236321775,0,-1.2515943917393633
Estimated Migration (Persons in April),-0.6556100681071858,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,Thousand,-0.34453390170402787,0,-1.0001439698112136
Estimated Migration (Persons in April),-0.6556100681071858,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,Thousand,-0.22203241409800625,1,0.12235751779480797
Estimated Migration (Persons in April),-0.6556100681071858,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,Thousand,,1,0.3443899318928142
Estimated Migration (Persons in April),-0.6556100681071858,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,Thousand,,1,0.3443899318928142
Estimated Migration (Persons in April),-0.6556100681071858,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,Thousand,,0,-0.6556100681071858
Estimated Migration (Persons in April),-0.6556100681071858,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,Thousand,,1,0.3443899318928142
Estimated Migration (Persons in April),-0.5619514869490164,United Kingdom (1),Both sexes,Net migration,Thousand,0.13902460200395209,0,-0.42292688494506436
Estimated Migration (Persons in April),-0.5619514869490164,United Kingdom (1),Both sexes,Emigrants: All destinations,Thousand,0.14547204872005848,0,-0.41647943822895794
Estimated Migration (Persons in April),-0.5619514869490164,United Kingdom (1),Both sexes,Immigrants: All origins,Thousand,0.8611386342078688,1,1.2991871472588525
Estimated Migration (Persons in April),-0.5619514869490164,United Kingdom (1),Male,Net migration,Thousand,-0.15111050022083589,0,-0.7130619871698523
Estimated Migration (Persons in April),-0.5619514869490164,United Kingdom (1),Male,Emigrants: All destinations,Thousand,-0.24137475424632543,0,-0.8033262411953419
Estimated Migration (Persons in April),-0.5619514869490164,United Kingdom (1),Male,Immigrants: All origins,Thousand,0.18415672901669697,1,0.6222052420676806
Estimated Migration (Persons in April),-0.5619514869490164,United Kingdom (1),Female,Net migration,Thousand,-0.28650688125907026,0,-0.8484583682080866
Estimated Migration (Persons in April),-0.5619514869490164,United Kingdom (1),Female,Emigrants: All destinations,Thousand,-0.18979518051747427,0,-0.7517466674664907
Estimated Migration (Persons in April),-0.5619514869490164,United Kingdom (1),Female,Immigrants: All origins,Thousand,0.10033992170731372,1,0.5383884347582972
Estimated Migration (Persons in April),-0.5619514869490164,United States,Both sexes,Net migration,Thousand,-0.5379573031872199,0,-1.0999087901362363
Estimated Migration (Persons in April),-0.5619514869490164,United States,Both sexes,Emigrants: All destinations,Thousand,-0.23492730753021906,0,-0.7968787944792355
Estimated Migration (Persons in April),-0.5619514869490164,United States,Both sexes,Immigrants: All origins,Thousand,-0.19624262723358063,1,0.24180588581740292
Estimated Migration (Persons in April),-0.5619514869490164,United States,Male,Net migration,Thousand,-0.5830894301999646,0,-1.145040917148981
Estimated Migration (Persons in April),-0.5619514869490164,United States,Male,Emigrants: All destinations,Thousand,-0.38966602871677264,0,-0.9516175156657891
Estimated Migration (Persons in April),-0.5619514869490164,United States,Male,Immigrants: All origins,Thousand,-0.39611347543287906,1,0.041935037618104465
Estimated Migration (Persons in April),-0.5619514869490164,United States,Female,Net migration,Thousand,-0.5379573031872199,0,-1.0999087901362363
Estimated Migration (Persons in April),-0.5619514869490164,United States,Female,Emigrants: All destinations,Thousand,-0.4219032622973046,0,-0.983854749246321
Estimated Migration (Persons in April),-0.5619514869490164,United States,Female,Immigrants: All origins,Thousand,-0.3832185820006662,1,0.054829931050317304
Estimated Migration (Persons in April),-0.5619514869490164,Canada,Both sexes,Net migration,Thousand,,0,-0.5619514869490164
Estimated Migration (Persons in April),-0.5619514869490164,Canada,Both sexes,Emigrants: All destinations,Thousand,,0,-0.5619514869490164
Estimated Migration (Persons in April),-0.5619514869490164,Canada,Both sexes,Immigrants: All origins,Thousand,,1,0.4380485130509836
Estimated Migration (Persons in April),-0.5619514869490164,Canada,Male,Net migration,Thousand,,0,-0.5619514869490164
Estimated Migration (Persons in April),-0.5619514869490164,Canada,Male,Emigrants: All destinations,Thousand,,0,-0.5619514869490164
Estimated Migration (Persons in April),-0.5619514869490164,Canada,Male,Immigrants: All origins,Thousand,,1,0.4380485130509836
Estimated Migration (Persons in April),-0.5619514869490164,Canada,Female,Net migration,Thousand,,0,-0.5619514869490164
Estimated Migration (Persons in April),-0.5619514869490164,Canada,Female,Emigrants: All destinations,Thousand,,0,-0.5619514869490164
Estimated Migration (Persons in April),-0.5619514869490164,Canada,Female,Immigrants: All origins,Thousand,,1,0.4380485130509836
Estimated Migration (Persons in April),-0.5619514869490164,Australia,Both sexes,Net migration,Thousand,,0,-0.5619514869490164
Estimated Migration (Persons in April),-0.5619514869490164,Australia,Both sexes,Emigrants: All destinations,Thousand,,0,-0.5619514869490164
Estimated Migration (Persons in April),-0.5619514869490164,Australia,Both sexes,Immigrants: All origins,Thousand,,1,0.4380485130509836
Estimated Migration (Persons in April),-0.5619514869490164,Australia,Male,Net migration,Thousand,,0,-0.5619514869490164
Estimated Migration (Persons in April),-0.5619514869490164,Australia,Male,Emigrants: All destinations,Thousand,,0,-0.5619514869490164
Estimated Migration (Persons in April),-0.5619514869490164,Australia,Male,Immigrants: All origins,Thousand,,1,0.4380485130509836
Estimated Migration (Persons in April),-0.5619514869490164,Australia,Female,Net migration,Thousand,,0,-0.5619514869490164
Estimated Migration (Persons in April),-0.5619514869490164,Australia,Female,Emigrants: All destinations,Thousand,,0,-0.5619514869490164
Estimated Migration (Persons in April),-0.5619514869490164,Australia,Female,Immigrants: All origins,Thousand,,1,0.4380485130509836
Estimated Migration (Persons in April),-0.5619514869490164,Other countries (23),Both sexes,Net migration,Thousand,-0.5121675163227942,0,-1.0741190032718106
Estimated Migration (Persons in April),-0.5619514869490164,Other countries (23),Both sexes,Emigrants: All destinations,Thousand,0.035865454546249724,0,-0.5260860324027667
Estimated Migration (Persons in April),-0.5619514869490164,Other countries (23),Both sexes,Immigrants: All origins,Thousand,0.10033992170731372,1,0.5383884347582972
Estimated Migration (Persons in April),-0.5619514869490164,Other countries (23),Male,Net migration,Thousand,-0.5637470900516455,0,-1.1256985770006618
Estimated Migration (Persons in April),-0.5619514869490164,Other countries (23),Male,Emigrants: All destinations,Thousand,-0.24782220096243188,0,-0.8097736879114483
Estimated Migration (Persons in April),-0.5619514869490164,Other countries (23),Male,Immigrants: All origins,Thousand,-0.23492730753021906,1,0.20312120552076451
Estimated Migration (Persons in April),-0.5619514869490164,Other countries (23),Female,Net migration,Thousand,-0.6282215572127094,0,-1.190173044161726
Estimated Migration (Persons in April),-0.5619514869490164,Other countries (23),Female,Emigrants: All destinations,Thousand,-0.2929543279751766,0,-0.854905814924193
Estimated Migration (Persons in April),-0.5619514869490164,Other countries (23),Female,Immigrants: All origins,Thousand,-0.24137475424632543,1,0.1966737588046581
